codigo_comuna,poblacion_total,promedio_edad,porcentaje_menores_15,porcentaje_adultos_mayores,porcentaje_discapacidad,promedio_escolaridad,porcentaje_alfabetizacion
9107,14148,42.07541702007351,16.08707944585807,20.575346338705117,13.993199290360733,9.24806641595118,94.3038911081521
9108,41936,37.289751049217855,19.627527661198016,13.708985120183137,12.55457137810079,9.32810551558753,94.13072588999218
9109,25158,40.484537721599494,17.553064631528738,18.08967326496542,15.80003343922421,9.07568044253818,94.28882468701588
9110,6796,40.647881106533255,17.7751618599176,18.74632136550912,14.642082429501086,8.912329982259019,93.17793317793318
9111,33988,39.38857832176062,18.335883252912794,17.02659762269036,15.474561512625948,8.919180875269644,93.31445111892683
9112,80656,36.61487056139655,19.815016861733785,12.39957349732196,11.695499914746271,9.32383310111465,94.29584400236361
9113,7438,39.323608496907774,18.593707986017748,16.01236891637537,15.238903025162568,8.823799244468429,93.83396973553953
9114,27041,39.77534114862616,17.739728560334306,16.896564476165825,15.974764389749978,9.483614808187003,94.5692883895131
9115,32321,37.76148634015037,19.12997741406516,13.471117849076453,11.214677212904919,10.202324418895277,95.81115710624877
9116,12877,40.775724159353885,18.265123864254097,19.266909994563953,17.671076269802384,8.095475819032762,91.61622771143465
9117,15639,41.50796086706311,17.827226804782914,19.956518959012726,16.745898895212587,8.293141025641026,93.20466425412143
9118,10041,41.11741858380639,17.020217109849618,18.623643063439896,16.349057586170986,8.57960322998704,93.05960817007086
9119,31575,37.57684877276326,19.37925574030087,13.694378463974664,11.958191411206839,9.174566363809644,94.02880342165936
9120,67737,38.224116804700536,19.47237108227409,14.537106751110915,11.650530991444704,9.893388859968766,95.57844963910505
9121,13167,38.084605453026505,20.376699324067747,15.561631351105035,14.493218842789505,8.341091186570011,91.14767255216694
9201,53022,38.66970314209196,18.496095960167477,15.508656783976463,14.449532152100339,9.584257500949487,94.0526966157771
9202,24303,38.53088096119821,18.787803974817923,15.384931901411347,16.601579449796063,8.612756452680344,92.74148035598003
9203,18536,41.11081139404402,17.18277945619335,18.96849374190764,14.95400936741719,9.262380256535153,94.30394038613527
9204,7730,37.996507115135834,20.323415265200516,15.847347994825355,14.804660726525018,8.164023914738758,90.88041689522764
9205,10247,38.176637064506686,20.24007026446765,15.48745974431541,10.367058334199854,8.238964096527368,92.41494121319322
9206,7348,40.498094719651604,17.882416984213393,17.882416984213393,16.002302489566844,8.180166643901106,90.56331940642559
9207,9253,39.91883713390252,18.048200583594507,17.107964984329406,16.052332195676904,7.650141028422651,89.25074015030745
9208,12184,39.90635259356533,18.540709126723574,17.19468154957321,14.990087061460219,8.490702649333553,92.01104305064274
9209,10686,38.90557739097885,18.82837357289912,15.478195770166572,16.64190193164933,8.712768956121394,92.79627427665477
9210,18873,40.479256080114446,18.33306840459916,18.58739998940285,16.50447427293065,8.797060395510423,92.53379704941942
9211,34464,39.716689879294336,18.04201485608171,17.00034818941504,13.06234718826406,9.408351789252826,94.24988530356325
10101,277040,35.94932139763211,18.502743286168062,10.305732024256425,9.747189081499462,10.257992029786491,95.82847910037854
10102,36474,38.87012666557,17.62351263914021,14.805066622799803,11.995959012844565,8.700233741234703,93.22205215583216
10103,4199,,,,11.502231036192365,8.841175065679485,94.36584760486473
10104,12320,40.9025974025974,16.517857142857142,17.849025974025974,14.232177838344265,8.510056184349809,92.90647113990963
10105,22554,37.94426709231178,19.26044160681032,13.806863527533919,9.616649440947102,9.503325447484713,95.16401917473448
10106,17162,40.901817969933575,16.822048712271297,17.987414054306026,11.611172094157824,8.45587205229979,93.94679033439101
10107,18088,38.934099955771785,17.436974789915965,14.888323750552853,10.67317753749564,9.561930682070651,94.53625043640173
10108,15063,41.930027219013475,15.879970789351392,18.781119298944432,14.23319692030242,8.654306220095695,93.90827724970514
10109,52942,36.99482452495183,20.1163537456084,11.92437006535454,8.152393252078456,10.757383926017733,95.95749409078971
10201,46997,37.94982658467562,17.475583547886036,12.547609421877992,11.611544321950346,9.970408491476359,95.92033552380738
10202,40949,40.393611565606,16.371584165669493,16.225060441036412,13.024491151007483,9.533721244261129,95.14644993099218
