codigo_comuna,total_viviendas,promedio_personas_vivienda,porcentaje_hacinamiento,porcentaje_agua_red,porcentaje_saneamiento,porcentaje_electricidad
10102,15942,2.287918705306737,4.321916948939907,66.3279387780705,26.94141262075022,81.55187554886464
10103,3063,1.3708782239634345,1.7303297420829251,22.690173032974208,6.953966699314397,48.253346392425726
10104,6288,1.9592875318066159,3.4510178117048347,57.1882951653944,51.097328244274806,75.14312977099237
10105,10304,2.188858695652174,4.192546583850932,61.34510869565217,57.42430124223602,77.27096273291926
10106,8705,1.9715106260769673,3.4462952326249283,41.92992533026996,30.76392877656519,74.04939689833428
10107,6960,2.598850574712644,5.07183908045977,71.10632183908045,72.75862068965517,86.75287356321839
10108,7559,1.992723905278476,2.5532477840984256,57.89125545707105,41.31498875512634,76.27993120783172
10109,25219,2.0992902176930093,3.136524049327888,53.646060509932994,53.606407867084336,73.15516079146676
10201,21265,2.2100634845991065,3.74794262873266,70.46790500822948,55.969903597460615,82.68516341406065
10202,19900,2.0577386934673365,2.648241206030151,62.095477386934675,53.175879396984925,77.09045226130652
10203,8288,1.9399131274131274,3.6558880308880313,53.69208494208494,21.440637065637066,73.6969111969112
10204,1915,1.912271540469974,3.028720626631854,46.78851174934726,21.77545691906005,73.47258485639688
10205,7227,2.060882800608828,3.6668050366680505,55.458696554586965,33.9006503390065,75.89594575895946
10206,2093,1.934065934065934,2.9622551361681797,44.577161968466314,19.827998088867655,72.9574773053034
10207,3143,1.8103722558065543,2.927139675469297,41.29812281259942,30.194082087177854,68.40598154629335
10208,13515,2.1058083610802814,4.602293747687755,48.990011098779135,37.314095449500556,77.09211986681464
10209,4653,1.8072211476466795,2.3425746830002145,31.9578766387277,7.951859015688803,70.57812164195143
10210,4153,1.84878401155791,3.2506621719239104,53.76836022152661,34.408861064290875,71.15338309655671
10301,68924,2.415051360919273,4.407753467587487,82.40380709186931,79.5484881898903,88.7455748360513
10302,5294,1.674537211938043,3.5889686437476387,29.618435965243673,21.930487344163204,61.503588968643754
10303,8712,2.2431129476584024,4.040404040404041,63.211662075298435,58.64325068870524,80.4178145087236
10304,5987,1.9562385167863705,4.025388341406381,47.06864873893436,38.850843494237516,71.85568732253216
10305,6496,2.1357758620689653,3.8947044334975365,57.650862068965516,47.04433497536946,77.97105911330048
10306,6797,1.1440341327056054,2.3834044431366777,8.003530969545388,10.298661174047375,42.40105929086362
10307,5133,2.120202610559127,3.5262030001948177,44.76914085330216,41.61309175920515,79.62205338008962
10401,2562,1.5710382513661203,2.146760343481655,38.40749414519906,28.92271662763466,56.3231850117096
10402,1794,1.7068004459308808,3.121516164994426,47.21293199554069,42.36343366778149,66.5551839464883
10403,5218,1.8167880413951705,3.123802223073975,51.2265235722499,29.724032196243773,66.32809505557685
10404,1309,1.453781512605042,2.0626432391138274,42.16959511077158,35.59969442322384,60.27501909854851
11101,28073,2.0597371139529086,4.317315570120757,68.76001852313611,65.86399743525809,77.4338332205322
11102,724,1.0759668508287292,1.6574585635359116,39.364640883977906,21.96132596685083,42.40331491712707
11201,11105,2.086447546150383,3.628995947771274,74.34488968932914,64.943719045475,79.23457901846015
11202,3437,1.4946173988943847,2.7640384055862675,53.535059645039276,48.61798079720687,56.61914460285132
11203,816,1.9583333333333333,3.431372549019608,69.36274509803921,5.514705882352941,72.18137254901961
11301,2126,1.6265286923800564,3.80997177798683,55.126999059266225,52.587017873941676,60.25399811853246
11302,403,1.6054590570719602,3.722084367245657,59.05707196029777,55.08684863523573,59.553349875930515
11303,395,1.2784810126582278,2.7848101265822782,50.8860759493671,47.848101265822784,53.16455696202531
11401,3108,1.5781853281853282,2.541827541827542,59.65250965250966,47.2007722007722,64.63963963963964
11402,2242,1.2145405887600358,2.6761819803746656,41.43621766280107,39.42908117752007,47.5914362176628
12101,59334,2.2308120133481646,3.251087066437456,79.6946101729194,77.71429534499612,81.04628037887215
12102,290,0.9275862068965517,1.3793103448275863,14.13793103448276,25.517241379310345,14.827586206896552
12103,188,0.5425531914893617,0.0,1.5957446808510638,10.106382978723403,1.0638297872340425
12104,444,0.5427927927927928,0.22522522522522523,7.657657657657657,19.144144144144143,10.585585585585585
12201,780,2.2435897435897436,4.743589743589744,74.1025641025641,73.07692307692307,74.61538461538461
12202,4,15.0,0.0,0.0,0.0,0.0
12301,3551,1.9174880315404113,3.8017459870459027,68.149816952971,71.07856941706562,71.47282455646297
12302,414,1.041062801932367,0.7246376811594203,26.32850241545894,36.473429951690825,27.536231884057973
12303,214,0.7336448598130841,1.8691588785046727,7.476635514018691,10.74766355140187,2.803738317757009
12401,11251,2.1466536307883746,3.9552039818682787,77.79752910852369,74.56226113234379,81.06834948004622
12402,304,0.6677631578947368,0.9868421052631579,11.18421052631579,16.776315789473685,12.828947368421053
13101,241062,1.8205109059080236,8.147281612199352,82.75091055413131,79.18004496768467,82.63060955272917
13102,31728,2.6803139183055977,6.13023197175996,83.45940494200707,80.00504286434695,84.7989157841654
13103,40235,3.1626693177581706,9.57623959239468,95.52131229029453,91.35329936622344,95.404498570896
13104,38978,3.1193750320693723,8.240545948996871,94.68674636974703,90.6613987377495,94.61491097542203
13105,50573,3.0699582781326002,7.458525300061297,93.51037114665928,91.19095169359144,93.32845589543828
13106,76453,2.368108511111402,13.091703399474186,84.9188390252835,81.32578185290309,84.74749192314232
13107,31189,3.2642277726121387,5.96043476866844,94.22232197249029,92.84042450864087,94.77379845458334
13108,50466,2.317263107834978,12.063567550429992,86.67419648872509,82.35247493361867,86.58502754329648
13109,41697,2.473966952058901,5.667074369858742,88.1622179053649,86.59136148883613,87.9511715471137
13110,143924,2.6044023234484865,4.25502348461688,88.96153525471777,87.56843889830745,89.05602957116255
13111,36842,3.0406058303023724,7.830736659247598,96.06970305629444,91.71054774442212,95.90955974159925
13112,53379,3.2863298300829915,9.011034301879016,94.82380711515765,93.40939320706644,94.65520148372956
13113,31667,2.837970126630246,2.3115546152145767,93.4127009189377,92.33587014873528,93.43164808791487
13114,129083,2.2941363308878784,1.4169177970762998,88.19519224065137,88.02785804482387,88.0340556076323
13115,36425,3.0918325326012353,2.6273164035689773,85.08991077556624,83.39601921757036,86.47632120796156
13116,27488,3.175749417927823,8.636495925494762,90.8796565774156,88.04569266589057,90.71958672875436
13117,31111,2.934331908328244,8.437530134036193,95.78605637877277,90.63032367972743,95.64462730224037
13118,50777,2.438111743505918,4.358272446186265,89.93835791795497,88.84731275971404,89.78474506174055
13119,169599,2.9695634997847864,3.9162966762775726,94.94041828076817,93.99053060454365,95.29419395161528
13120,121593,1.9858626730157163,2.0395910948821068,87.12590362932076,86.977868791789,86.96882221838428
13121,31255,3.0734922412414014,7.745960646296593,94.85842265237562,91.56614941609342,94.76243800991841
13122,75730,3.122646243232537,5.938201505347947,94.80258814208372,91.98996434702231,95.5618645186848
13123,76650,1.8783300717547293,1.4337899543378996,87.69080234833659,87.42857142857143,87.5368558382257
13124,73844,3.0851524836141055,6.043822111478252,93.02312984128703,90.31742592492282,94.80255674123829
13125,67154,3.061976948506418,5.427822616672127,93.11433421687465,92.49039521100754,93.53277541174018
13126,46939,2.755725516095358,8.962696265365686,91.80425658833805,86.9554102132555,91.68069196190801
13127,56548,2.7342257904788854,10.642286199335079,91.85647591426752,83.11876635778454,91.71677159227559
13128,46640,3.0793739279588337,7.3906518010291595,93.81646655231562,91.08704974271012,93.68567753001716
13129,33947,2.8162135092938994,7.302559872742805,92.84178277903791,88.85321236044422,92.68860282204614
13130,65936,2.2875060664887163,5.464389711235137,88.64201650084931,87.77147537005581,88.49793739383645
13131,23863,3.1849306457696014,8.075262959393203,91.18300297531744,87.54138205590245,91.02795122155638
13132,34551,2.5012300656999797,1.0129952823362565,88.99887123382825,88.88599461665365,88.81653208300773
13201,191064,2.973275970355483,4.855441108738433,92.59881505673492,90.92241343214839,92.66685508520706
13202,10193,2.8509761601098793,4.522711664868047,70.70538604924948,14.264691454920042,85.7451191994506
13203,8032,2.1714392430278884,4.071215139442231,57.20866533864542,26.979581673306775,72.48505976095618
13301,54882,3.157556211508327,5.8161145730840715,82.55165628074779,75.75161255056302,90.15706424692978
13302,50344,2.8833624662323216,6.5509296043222625,73.2877800730971,61.8524551088511,87.87144446210074
13303,8236,2.3970373967945604,4.82030111704711,66.24575036425449,33.997085964060226,76.7969888295289
13401,102678,2.983803735951226,6.3353396053682385,91.76064979839887,87.84549757494302,92.1570346130622
13402,42526,2.750529088087288,4.710059728166298,81.9004844095377,70.72849550863002,85.56882848139962
13403,8406,3.0324768022840827,5.317630264097073,74.32786105162978,40.22127052105639,90.18558172733762
13404,30877,2.5529682287787026,5.421511157172005,71.26663859830941,38.82825404022412,79.80697606632768
13501,52376,2.6028142660760656,5.0519321826790895,79.3970520849244,58.013212158240414,85.65182526347945
13502,3318,2.3411693791440626,5.997588908981314,74.291742013261,42.616033755274266,79.77697408077155
